age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
30,Female,1116978,Premium,54183,Other,14,0,1,10,6,0.521645449,141142.9265,0.769230769,2.60493008,1
38,Male,1500987,Gold,20852,Fire,19,2,1,5,11,0.756163374,111789.7559,0.238095238,5.361104733,0
36,Male,916861,Gold,51258,Fire,23,2,1,9,8,0.156444308,240726.5701,0.473684211,4.696370714,0
36,Female,753188,Gold,26258,Collision,21,1,1,5,11,0.950147377,144224.6601,0.263157895,5.492598832,1
42,Male,214126,Premium,43330,Theft,4,4,0,8,2,0.592821546,166382.7087,0.32,3.839896347,0
39,Female,1884062,Premium,46508,Other,14,0,1,0,11,0.552511409,118766.7939,0,2.553685256,0
48,Female,1974626,Premium,7248,Fire,3,1,1,6,10,0.361751344,51313.85605,0.193548387,7.079726276,0
34,Female,1991680,Gold,11192,Fire,4,4,1,2,11,0.103050545,60656.67264,0.117647059,5.419645518,0
40,Male,541447,Gold,32410,Theft,14,1,1,3,5,0.155118873,58335.54361,0.130434783,1.799924209,1
49,Female,416651,Basic,14895,Theft,16,0,0,0,7,0.336707612,81812.76147,0,5.492632526,0
27,Female,529205,Gold,11406,Fire,22,2,0,2,10,0.587391633,68384.5164,0.2,5.99548627,1
27,Male,1740856,Gold,38924,Fire,7,2,0,6,2,0.175222285,123705.4319,0.6,3.178127426,0
53,Female,216978,Premium,52086,Collision,18,2,1,5,5,0.974846808,90216.24379,0.138888889,1.732063199,0
25,Male,1829208,Basic,46303,Theft,8,3,0,0,8,0.469864705,175791.0423,0,3.796536776,0
69,Female,1557368,Basic,10295,Other,9,1,0,8,8,0.384685727,69067.66834,0.153846154,6.708855594,1
37,Male,1511775,Basic,17264,Fire,4,0,1,3,5,0.572676832,41489.34822,0.15,2.40322916,0
49,Female,275582,Premium,33038,Fire,9,1,1,6,4,0.158487933,138594.0362,0.1875,4.194988685,0
67,Female,1481035,Basic,43922,Fire,21,2,1,3,0,0.865405606,198946.0813,0.06,4.529531472,1
31,Female,805502,Basic,56400,Fire,0,5,1,6,2,0.514249422,124986.0325,0.428571429,2.216064407,0
67,Female,638092,Premium,14136,Collision,21,5,1,4,14,0.26050187,63226.53168,0.08,4.472731443,0
45,Female,1760155,Basic,18213,Theft,23,1,0,0,2,0.245560987,34789.06896,0,1.910122932,0
63,Male,947520,Gold,17072,Fire,3,4,0,3,11,0.424858918,73721.32015,0.065217391,4.318259147,0
69,Male,1811589,Gold,48010,Theft,20,5,0,2,3,0.616026532,161418.8814,0.038461538,3.362192906,0
41,Female,598471,Gold,41053,Other,4,5,0,5,4,0.475215272,114546.0918,0.208333333,2.790200273,0
32,Female,668163,Gold,32431,Other,22,1,0,5,10,0.637117605,171811.5199,0.333333333,5.297755847,1
39,Female,1039812,Gold,47290,Other,6,3,1,0,7,0.73492997,146654.2975,0,3.101169327,1
47,Male,970008,Gold,7003,Other,22,3,0,10,12,0.773639886,51107.77599,0.333333333,7.297983149,0
21,Male,777621,Gold,24999,Theft,4,2,0,1,10,0.460860004,123063.6041,0.25,4.922741072,0
30,Female,504603,Gold,36279,Other,19,0,0,11,8,0.74530298,100840.2664,0.846153846,2.779576791,0
40,Male,1102950,Gold,47747,Other,7,4,0,1,11,0.227353918,101369.7497,0.043478261,2.123060081,0
25,Female,498307,Premium,15438,Fire,16,0,0,11,13,0.56178658,46640.83761,1.375,3.021170981,1
35,Female,1413619,Premium,19227,Fire,0,0,1,9,13,0.165263245,72359.57314,0.5,3.763435437,1
29,Female,1738563,Gold,8672,Fire,21,4,1,3,6,0.319695067,48811.87071,0.25,5.628675128,1
48,Male,1969085,Premium,12458,Collision,17,3,0,8,12,0.624868021,75195.46678,0.258064516,6.035918027,0
31,Female,1244654,Premium,23539,Fire,11,5,1,10,9,0.766378617,136894.2602,0.714285714,5.815636186,0
51,Female,1595450,Gold,8479,Other,2,2,0,1,5,0.185778427,42515.01649,0.029411765,5.014154558,0
35,Female,481620,Gold,19887,Theft,19,1,0,10,14,0.286362862,53738.98169,0.555555556,2.702216608,1
51,Male,1579300,Premium,5051,Other,13,3,1,7,2,0.992708393,26865.49838,0.205882353,5.318847432,0
28,Male,1500407,Gold,7159,Theft,15,2,1,10,8,0.403891879,29908.23207,0.909090909,4.177710863,0
58,Male,1092008,Gold,9390,Other,17,5,1,11,9,0.35563669,36439.07608,0.268292683,3.880625781,0
29,Female,548737,Gold,25035,Collision,9,3,0,0,0,0.176731382,85475.37127,0,3.414234922,0
66,Male,924410,Gold,33491,Fire,22,4,0,11,8,0.725358489,118964.2827,0.224489796,3.55212692,1
32,Female,1455174,Premium,21080,Other,14,0,0,7,2,0.557428046,90214.7023,0.466666667,4.279634834,1
48,Male,1746288,Basic,39880,Fire,9,4,1,2,8,0.24179579,77373.99333,0.064516129,1.940170344,0
66,Female,1887696,Premium,50520,Collision,0,5,1,4,12,0.66960841,206663.6873,0.081632653,4.090730152,0
46,Male,1649299,Basic,52361,Collision,18,1,0,0,9,0.573184322,96655.85613,0,1.845951302,0
43,Female,1712185,Basic,27149,Fire,1,4,1,0,0,0.608450768,86733.90995,0,3.194736821,0
35,Male,867478,Basic,20339,Fire,12,5,1,5,7,0.995369325,70174.90726,0.277777778,3.450263399,0
49,Male,381601,Premium,34305,Theft,15,0,0,2,5,0.125751455,87687.6365,0.0625,2.556118248,1
39,Male,268682,Premium,6354,Fire,7,3,1,7,13,0.923474945,34460.06174,0.318181818,5.423365084,1
55,Female,1471585,Premium,10620,Fire,2,2,1,3,8,0.857701685,24452.26394,0.078947368,2.302473064,1
34,Male,647392,Premium,8754,Theft,20,5,0,5,3,0.473808542,33479.45952,0.294117647,3.824475613,1
40,Male,1495129,Premium,21593,Other,18,5,0,9,11,0.892851718,58161.78534,0.391304348,2.693548156,1
41,Male,1602433,Basic,21167,Theft,13,1,0,11,4,0.683705118,128255.3124,0.458333333,6.059210675,1
67,Male,1614780,Premium,27555,Other,10,3,1,8,5,0.900419065,64025.47004,0.16,2.323551807,1
25,Female,859774,Basic,38005,Other,11,5,0,7,11,0.635257794,217898.6571,0.875,5.733420788,1
58,Male,1331606,Premium,46295,Other,10,5,1,3,8,0.294534315,168944.8287,0.073170732,3.64931048,1
23,Female,1368936,Premium,45843,Theft,10,2,0,9,5,0.618599246,178866.0878,1.5,3.901709919,0
22,Female,859297,Gold,55728,Theft,21,0,0,7,8,0.261156023,273774.6847,1.4,4.912695318,0
61,Female,1204366,Basic,13691,Collision,20,4,0,6,1,0.226745135,68118.27458,0.136363636,4.975405345,0
46,Female,894025,Premium,14756,Other,17,3,1,4,13,0.688655109,48626.29572,0.137931034,3.29535753,0
45,Male,667726,Premium,41308,Theft,9,2,0,6,3,0.952728955,76669.85579,0.214285714,1.856053447,0
28,Female,1754473,Premium,14327,Collision,15,2,0,6,2,0.629646381,76101.86728,0.545454545,5.311779666,0
18,Female,1135004,Gold,33520,Other,7,4,1,9,3,0.81620887,82675.91452,9,2.46646523,0
60,Female,1362936,Basic,48308,Theft,5,3,1,1,0,0.251527927,189586.0828,0.023255814,3.924527672,0
36,Female,1512470,Premium,45025,Theft,18,3,0,6,1,0.68878933,246805.4825,0.315789474,5.481520988,0
26,Male,789306,Premium,33900,Theft,12,0,0,2,3,0.759679724,129854.5372,0.222222222,3.830517322,1
44,Male,1242960,Premium,21533,Fire,14,3,0,7,9,0.137453068,71896.49591,0.259259259,3.338898245,1
51,Female,1645819,Gold,36881,Collision,12,5,1,7,3,0.187447885,93699.10429,0.205882353,2.540579276,0
61,Female,336817,Premium,32782,Theft,0,4,1,8,4,0.803422792,66706.88791,0.181818182,2.034863276,0
21,Female,392803,Basic,49488,Fire,20,3,0,10,8,0.495955019,216604.5828,2.5,4.376911227,1
53,Male,1859848,Basic,6624,Collision,1,0,0,3,0,0.465022903,29220.74333,0.083333333,4.411344102,0
35,Male,1014883,Basic,45429,Collision,12,2,0,9,7,0.928332637,169046.4864,0.5,3.721113968,1
32,Male,555887,Basic,56726,Fire,1,5,0,2,2,0.992769242,133056.5123,0.133333333,2.345600119,0
68,Male,1057906,Premium,25812,Collision,10,3,1,8,8,0.787946083,79149.76697,0.156862745,3.066394195,0
30,Male,1965472,Gold,12529,Fire,12,4,1,8,10,0.813334397,83831.13952,0.615384615,6.690968115,1
36,Female,1260726,Gold,25653,Other,9,3,1,1,7,0.287488898,45573.20431,0.052631579,1.776525331,0
66,Male,999838,Gold,32860,Theft,22,1,0,5,7,0.273002898,108059.8524,0.102040816,3.28849216,1
23,Male,1399429,Premium,18654,Fire,21,0,0,2,8,0.982614534,37877.03387,0.333333333,2.030504657,1
65,Female,1437065,Gold,7108,Collision,14,2,1,4,14,0.725582547,29108.69945,0.083333333,4.095202511,0
29,Male,1102479,Basic,8947,Collision,0,1,0,1,3,0.718038818,49815.58143,0.083333333,5.567853071,0
68,Male,1791189,Premium,12899,Other,13,4,1,3,11,0.357569174,37065.34101,0.058823529,2.873505001,0
54,Male,399756,Gold,18372,Other,9,3,0,10,4,0.897831416,88708.51075,0.27027027,4.828462375,1
34,Female,1756339,Basic,42682,Other,17,0,0,2,11,0.139996357,131756.2386,0.117647059,3.086927477,0
40,Male,1977405,Basic,35373,Other,10,5,0,1,6,0.347131321,147130.7449,0.043478261,4.159408162,0
43,Female,217669,Premium,44435,Other,6,3,1,5,1,0.262127192,226112.3717,0.192307692,5.088609692,0
46,Female,1113817,Premium,7263,Theft,14,3,0,10,6,0.739986471,37219.18821,0.344827586,5.124492387,1
50,Male,534154,Gold,31188,Fire,2,3,0,2,11,0.743814991,65090.39298,0.060606061,2.087033249,0
44,Male,1754775,Gold,41583,Other,1,5,1,3,2,0.581258339,101836.1497,0.111111111,2.448985155,0
42,Male,407836,Gold,34295,Other,21,3,0,5,5,0.104733597,121676.8955,0.2,3.547948549,0
27,Male,1740866,Premium,5577,Theft,7,0,0,11,12,0.88637979,42355.54463,1.1,7.59468256,1
64,Female,332915,Gold,20029,Fire,7,5,1,11,5,0.96002842,124504.3816,0.234042553,6.216205583,0
40,Male,396681,Gold,54574,Other,10,5,0,4,5,0.28208121,93875.99746,0.173913043,1.720159737,0
38,Female,775100,Basic,40531,Fire,15,1,1,3,9,0.858009455,192626.0316,0.142857143,4.752560549,0
38,Female,1002491,Basic,35066,Fire,1,4,0,11,14,0.975957807,86269.50559,0.523809524,2.460203775,0
60,Female,1596989,Basic,22613,Theft,21,5,0,3,1,0.394276711,45967.71027,0.069767442,2.032800171,1
30,Female,977150,Gold,53413,Theft,4,1,1,1,8,0.266551146,225376.1724,0.076923077,4.219500354,1
54,Female,1420416,Premium,24560,Other,6,0,0,11,7,0.979786047,146133.5344,0.297297297,5.950062474,0
50,Male,225395,Basic,13945,Collision,19,4,1,9,6,0.153768963,53465.20152,0.272727273,3.834005129,1
41,Female,1530922,Premium,34418,Theft,12,5,0,3,10,0.348364578,98202.92026,0.125,2.853243078,0
61,Female,1130777,Gold,22071,Fire,1,2,1,11,13,0.76782634,110640.5707,0.25,5.012938727,0
28,Male,1478283,Gold,54874,Fire,2,1,0,7,11,0.655618133,268701.5373,0.636363636,4.896700391,1
34,Male,971469,Basic,51622,Other,8,0,0,4,11,0.716059642,268362.6307,0.235294118,5.198609715,1
21,Female,1976984,Premium,22130,Other,9,0,0,10,14,0.737282386,77298.98827,2.5,3.492950216,1
64,Female,424839,Basic,25721,Other,23,0,0,9,8,0.717529802,132236.1523,0.191489362,5.141174618,1
42,Male,1468458,Gold,7712,Fire,12,4,0,9,3,0.408017113,36044.87857,0.36,4.673869109,1
47,Female,1876099,Premium,22091,Theft,20,3,1,7,14,0.380350204,98778.26052,0.233333333,4.471425491,0
26,Male,1818374,Basic,20857,Collision,12,2,0,5,1,0.48561989,55207.93998,0.555555556,2.646974156,1
38,Male,1860809,Gold,46394,Theft,4,4,1,11,3,0.826915218,114685.4716,0.523809524,2.471989301,0
37,Female,1491378,Basic,50836,Collision,22,4,1,9,13,0.944443932,286442.3651,0.45,5.634636185,0
36,Male,974456,Premium,54635,Theft,6,5,0,4,11,0.509721496,213037.4242,0.210526316,3.899284784,0
36,Female,1057081,Premium,52487,Other,16,1,0,3,9,0.177189523,88694.06621,0.157894737,1.689829219,0
29,Female,1093155,Premium,39301,Fire,14,2,0,9,10,0.944468679,202182.8985,0.75,5.144472112,1
54,Female,727169,Premium,21553,Collision,4,0,1,8,13,0.172385388,110390.7958,0.216216216,5.121829714,1
59,Male,1032345,Premium,22404,Theft,23,4,0,9,2,0.243198646,77310.31342,0.214285714,3.450737074,1
34,Female,1884724,Basic,12093,Fire,6,2,0,4,1,0.880910212,47082.38027,0.235294118,3.893358164,0
54,Male,1071217,Basic,18156,Collision,1,1,0,9,1,0.596330686,73906.04861,0.243243243,4.070612944,1
65,Female,658253,Basic,54999,Collision,23,3,0,10,13,0.417417578,164446.7339,0.208333333,2.989994979,0
56,Female,366415,Basic,18785,Fire,17,2,0,5,7,0.937818718,112856.556,0.128205128,6.007801756,0
45,Male,1704181,Gold,53359,Other,9,0,0,6,12,0.96445575,211123.1565,0.214285714,3.956655044,0
58,Female,671466,Gold,30271,Fire,0,4,1,10,4,0.397686425,171052.6838,0.243902439,5.650711368,0
52,Female,1388304,Basic,19694,Other,13,3,0,11,11,0.88158173,97652.95586,0.314285714,4.958513043,1
64,Male,1516461,Gold,41114,Theft,18,1,1,10,13,0.710675967,196675.7558,0.212765957,4.78366872,1
65,Male,347733,Gold,9013,Theft,15,0,1,0,5,0.347042236,17084.56417,0,1.895546896,0
35,Male,1015122,Premium,37799,Fire,18,3,0,8,7,0.947289413,149583.4174,0.444444444,3.957337956,1
31,Female,494977,Basic,29752,Other,5,5,0,11,6,0.156762201,149965.7074,0.785714286,5.040525255,0
52,Male,826854,Gold,16156,Theft,11,5,1,7,6,0.386148069,45609.27698,0.2,2.823055025,1
61,Male,1319816,Gold,15304,Other,2,1,0,11,11,0.45663545,86480.34091,0.25,5.650832521,0
58,Female,831186,Basic,45645,Other,6,0,0,10,12,0.721587896,104853.9232,0.243902439,2.297161205,0
24,Male,1588431,Premium,43938,Other,23,4,0,4,6,0.134589724,216742.8919,0.571428571,4.932925756,0
58,Female,1174645,Basic,17078,Fire,2,1,0,2,11,0.900799212,100911.3697,0.048780488,5.908851721,0
30,Female,409304,Premium,31078,Other,16,3,1,4,10,0.693192649,135527.6317,0.307692308,4.360886535,1
35,Male,555734,Gold,7315,Fire,14,0,1,4,10,0.347520548,24227.79914,0.222222222,3.31207097,1
54,Female,1329098,Premium,32220,Theft,18,5,1,8,6,0.692507885,138950.7846,0.216216216,4.312563146,1
30,Male,573798,Premium,36731,Theft,18,5,0,6,7,0.583231528,176447.0671,0.461538462,4.803764317,1
53,Male,869800,Basic,37833,Collision,22,2,1,1,0,0.402648186,199456.7833,0.027777778,5.272031911,0
48,Male,319107,Gold,17420,Collision,10,0,1,4,12,0.125736823,41297.56164,0.129032258,2.370698143,1
19,Male,601176,Basic,23312,Theft,20,3,1,8,2,0.595990609,120239.1452,4,5.157821946,1
33,Female,1271038,Basic,26395,Other,19,3,0,10,14,0.173963363,75590.47661,0.625,2.863818019,0
26,Female,1243423,Gold,45301,Other,1,2,0,1,0,0.82915872,212708.9139,0.111111111,4.695457361,1
26,Male,620474,Basic,51972,Theft,6,3,0,7,7,0.179673087,276710.2039,0.777777778,5.324216961,0
55,Male,292889,Basic,20317,Theft,18,0,0,11,1,0.485865348,117466.9824,0.289473684,5.781709033,0
28,Female,288952,Premium,59599,Collision,6,5,0,2,6,0.491096613,251040.8492,0.181818182,4.21216546,0
39,Male,917884,Basic,53225,Other,9,1,1,3,5,0.600581496,193450.5024,0.136363636,3.634579659,0
50,Female,615331,Gold,21968,Theft,11,5,1,1,10,0.135557101,116303.6836,0.03030303,5.294231773,0
53,Male,1104498,Basic,27854,Collision,22,5,0,8,0,0.283449203,111613.8435,0.222222222,4.007102877,1
62,Female,901793,Premium,10244,Collision,17,0,0,5,11,0.279551066,36155.99358,0.111111111,3.529480045,0
40,Female,421576,Basic,35929,Other,22,3,1,8,14,0.639073553,208393.692,0.347826087,5.800152858,0
62,Female,1205771,Basic,45922,Collision,5,2,1,10,5,0.337271979,154952.0147,0.222222222,3.374243603,0
62,Male,943681,Basic,55900,Collision,19,2,0,7,8,0.229775483,237954.4427,0.155555556,4.256787884,0
51,Male,698149,Premium,29054,Fire,20,4,0,11,2,0.116517765,84224.92922,0.323529412,2.898909934,1
26,Male,1065796,Gold,23588,Theft,7,2,0,8,11,0.856490352,63311.63574,0.888888889,2.684061206,1
41,Male,1056509,Gold,49590,Other,4,2,1,4,6,0.974393377,192688.987,0.166666667,3.885642004,0
25,Male,502788,Premium,39660,Theft,2,3,1,5,3,0.732935794,156470.8794,0.625,3.945307095,0
24,Female,524787,Premium,12018,Fire,1,1,0,6,0,0.471441183,44801.25374,0.857142857,3.727846043,0
53,Female,1524031,Basic,15621,Other,21,1,0,4,6,0.209809848,51910.17047,0.111111111,3.323101624,0
35,Female,1240725,Gold,57245,Theft,5,3,1,0,0,0.527594366,171545.7452,0,2.99669395,1
20,Female,454084,Premium,5973,Collision,6,2,1,8,10,0.511589551,44957.11867,2.666666667,7.526723367,0
45,Female,329466,Gold,58176,Other,7,0,1,1,3,0.477888678,173510.317,0.035714286,2.982506824,1
23,Female,1279107,Basic,48602,Fire,3,5,0,6,12,0.440473223,267025.2187,1,5.494119969,0
61,Female,214588,Premium,44383,Collision,11,5,0,11,14,0.547078114,110128.9528,0.25,2.48133188,0
61,Male,343452,Gold,42097,Fire,23,1,0,7,8,0.165862641,234511.7691,0.159090909,5.570747776,0
38,Female,1946581,Gold,39245,Collision,11,3,0,7,4,0.134465137,179612.7459,0.333333333,4.576703934,0
45,Male,1659610,Basic,59841,Theft,16,0,1,0,6,0.157564255,175186.7149,0,2.927536554,0
57,Female,1410505,Premium,30346,Theft,21,2,1,9,12,0.279998632,65851.11442,0.225,2.170009702,0
18,Female,1794575,Gold,45097,Theft,21,3,0,6,6,0.35026323,224394.5354,6,4.975819576,0
53,Male,860457,Basic,11444,Fire,18,1,0,8,14,0.252511858,80537.93394,0.222222222,7.037568503,0
38,Female,1932329,Gold,29881,Other,8,0,0,10,11,0.326725042,182746.5822,0.476190476,6.115812127,0
60,Male,1594994,Basic,54153,Theft,11,0,0,10,2,0.267253657,188944.1494,0.23255814,3.489080003,0
52,Female,519753,Gold,29846,Fire,20,1,0,2,12,0.235668934,62186.09676,0.057142857,2.083565528,0
30,Male,1933253,Gold,16406,Collision,16,0,0,7,10,0.363684396,60698.77844,0.538461538,3.699791444,0
66,Female,1746557,Basic,44611,Theft,22,5,0,7,7,0.457761367,136187.7856,0.142857143,3.052784865,1
27,Male,1307056,Premium,30439,Collision,9,1,0,8,0,0.769840097,70124.03049,0.8,2.303756053,1
61,Male,993476,Basic,10972,Theft,18,5,0,7,3,0.959994949,51486.76203,0.159090909,4.692559427,1
64,Female,1188537,Premium,53063,Collision,10,3,0,4,9,0.927068779,218417.4912,0.085106383,4.116191908,1
27,Female,974597,Gold,42873,Fire,19,4,1,4,3,0.528340404,196796.1414,0.4,4.590211587,0
63,Male,255486,Gold,15931,Theft,21,2,1,2,1,0.51521058,30647.29986,0.043478261,1.923752423,0
30,Female,1303738,Basic,12702,Fire,23,3,1,11,5,0.213128106,52045.38753,0.846153846,4.097416748,1
54,Male,934647,Basic,24298,Fire,12,5,1,5,14,0.974566114,85469.93879,0.135135135,3.517570944,0
55,Female,229882,Premium,26540,Collision,3,2,0,9,0,0.784088017,148030.3427,0.236842105,5.577631603,0
41,Male,778366,Premium,37040,Theft,14,2,1,2,2,0.862811434,193110.2404,0.083333333,5.213559407,0
19,Female,1045166,Premium,51904,Other,11,5,1,1,8,0.310747299,137330.3185,0.5,2.645852315,1
39,Male,1487256,Basic,57320,Other,23,5,1,6,11,0.460977386,212215.2648,0.272727273,3.702290036,0
34,Female,1881594,Gold,36000,Fire,9,1,1,9,9,0.192380593,133164.9163,0.529411765,3.699025452,1
53,Male,374898,Basic,34805,Collision,21,4,1,2,5,0.946731795,131035.7289,0.055555556,3.764853581,1
31,Male,1598705,Gold,7599,Collision,6,5,0,3,1,0.357246297,25095.245,0.214285714,3.302440453,0
27,Female,506172,Basic,27100,Collision,23,2,1,10,11,0.636408786,111330.7066,1,4.108144154,0
52,Female,712871,Basic,35509,Theft,1,2,1,9,11,0.236998026,92911.33145,0.257142857,2.616557252,0
42,Male,823226,Premium,40003,Theft,20,3,0,7,14,0.82251699,191041.0865,0.28,4.775668987,0
20,Male,842607,Gold,24183,Collision,6,4,1,0,14,0.267710201,79040.23519,0,3.26842142,0
64,Male,756831,Basic,43241,Other,7,4,0,8,8,0.828445952,174680.0609,0.170212766,4.039685966,1
55,Male,848567,Basic,5018,Other,20,2,1,5,12,0.461586293,33162.55564,0.131578947,6.608719736,0
34,Female,229362,Gold,5858,Theft,18,4,0,1,1,0.619981315,30388.47011,0.058823529,5.187516237,1
29,Male,620531,Basic,30992,Collision,5,3,0,2,11,0.342737903,65123.54538,0.166666667,2.1013018,0
69,Male,358818,Gold,37580,Other,20,1,0,4,6,0.894498811,137935.4993,0.076923077,3.670449688,1
41,Male,603273,Premium,10380,Other,7,2,1,10,14,0.783881599,74691.87277,0.416666667,7.195748822,1
46,Female,1491297,Premium,40800,Theft,21,0,1,11,0,0.418846568,131522.9535,0.379310345,3.223601803,1
60,Male,1029347,Gold,58657,Theft,19,2,0,5,4,0.626827639,201783.7867,0.11627907,3.440063193,0
42,Female,1138565,Premium,59941,Other,3,2,0,8,6,0.216089613,125309.2764,0.32,2.090543642,0
53,Female,889517,Gold,23915,Collision,19,1,0,1,2,0.244425062,110181.9123,0.027777778,4.607230288,0
43,Female,573519,Basic,45239,Other,23,5,0,4,3,0.580309859,90743.66436,0.153846154,2.005872463,0
55,Female,1390970,Basic,42487,Other,8,5,0,6,4,0.67653889,181963.9586,0.157894737,4.282814946,0
18,Female,1842676,Gold,17943,Collision,4,0,0,10,2,0.601688542,69774.8198,10,3.888693072,0
37,Female,671058,Basic,42631,Theft,5,0,0,11,14,0.603467198,145110.8137,0.55,3.403880126,0
45,Female,1020449,Premium,41806,Collision,18,0,0,10,5,0.768061127,178119.2697,0.357142857,4.260614975,1
33,Male,1043224,Basic,23836,Collision,11,5,0,6,14,0.912166733,105877.8556,0.375,4.441930509,1
64,Male,1145246,Basic,40614,Collision,4,1,0,3,2,0.448837791,132289.269,0.063829787,3.257233197,0
34,Female,1476784,Gold,45832,Collision,4,4,1,2,7,0.583239966,126276.3529,0.117647059,2.755200579,0
57,Male,1237904,Premium,16394,Theft,17,0,0,7,6,0.903721586,71414.67461,0.175,4.356147042,1
45,Male,1639918,Basic,11622,Other,5,4,1,1,0,0.517850791,31350.06564,0.035714286,2.697475963,0
29,Female,1901478,Basic,50063,Fire,8,3,0,4,1,0.500634061,102148.6313,0.333333333,2.040401719,0
44,Male,296950,Gold,30280,Theft,10,1,1,11,3,0.789863011,160213.3444,0.407407407,5.291061573,0
59,Female,374942,Gold,57614,Collision,22,4,0,9,4,0.889571013,263772.5329,0.214285714,4.578271477,1
64,Male,1313405,Premium,16782,Other,13,5,1,4,13,0.763905027,43335.31143,0.085106383,2.582249519,0
47,Female,969890,Basic,6159,Other,23,5,0,0,13,0.190111952,19744.45165,0,3.205788546,0
58,Female,1783452,Gold,9626,Collision,1,0,0,6,10,0.518293894,32295.81783,0.146341463,3.355061067,0
51,Male,1091712,Gold,28440,Theft,13,0,0,3,13,0.290772661,143611.1952,0.088235294,5.049620085,0
54,Male,696195,Gold,41490,Collision,18,4,1,9,9,0.385613109,208500.6484,0.243243243,5.025322932,0
23,Female,1551441,Premium,16630,Other,9,5,0,11,10,0.521878963,73587.46293,1.833333333,4.424982738,0
24,Female,892505,Gold,57712,Other,4,4,0,1,3,0.299375802,279186.7292,0.142857143,4.837585411,0
49,Female,472743,Premium,49042,Theft,22,3,0,7,14,0.564340304,282122.5708,0.21875,5.752672624,1
49,Male,534738,Premium,52656,Fire,3,1,1,3,3,0.678948294,289387.6587,0.09375,5.495815458,0
42,Male,675958,Basic,11589,Collision,6,5,1,0,13,0.887408501,69352.12894,0,5.984306579,0
50,Male,932790,Basic,53241,Fire,23,2,0,7,8,0.290314556,274610.967,0.212121212,5.157885219,1
24,Male,1906875,Premium,28233,Other,12,5,0,10,3,0.379508527,83354.38481,1.428571429,2.952374342,0
69,Female,452856,Basic,40011,Fire,9,3,1,6,3,0.465220433,79705.91065,0.115384615,1.992099939,1
29,Female,484293,Basic,13177,Collision,9,5,1,2,3,0.302092093,67046.46872,0.166666667,5.088143638,0
33,Female,921927,Gold,39528,Collision,3,3,0,2,1,0.398836064,111576.4691,0.125,2.822719821,0
33,Female,1389856,Basic,53970,Other,15,5,0,6,12,0.895015468,168869.2834,0.375,3.128947255,0
60,Male,397170,Premium,43210,Theft,14,3,0,1,7,0.224789313,82431.55937,0.023255814,1.907696352,0
53,Female,1619754,Basic,31372,Theft,20,0,1,4,12,0.499372834,148745.6959,0.111111111,4.741352032,0
30,Female,1429140,Gold,56827,Other,10,4,1,6,13,0.379870278,198655.1015,0.461538462,3.49578724,1
24,Male,1269527,Premium,28508,Collision,18,5,0,5,3,0.16944825,75054.80398,0.714285714,2.632762873,0
53,Male,379992,Basic,59933,Theft,20,1,1,9,4,0.186512796,261815.2718,0.25,4.368465983,0
64,Female,771054,Premium,19965,Fire,23,0,1,6,7,0.806391921,120701.0412,0.127659574,6.045631915,1
68,Male,1407999,Basic,8236,Other,2,3,0,1,13,0.867099717,36773.29986,0.019607843,4.464946559,1
26,Female,677432,Gold,20611,Fire,14,1,0,6,3,0.767266841,91408.0846,0.666666667,4.4349175,0
49,Male,1691178,Basic,27282,Collision,15,0,0,1,4,0.585306149,62195.29723,0.03125,2.279719127,0
28,Male,811410,Premium,46003,Theft,13,2,1,6,4,0.795393519,109622.5718,0.545454545,2.382943978,0
25,Female,995740,Premium,20829,Collision,4,5,1,7,5,0.236814182,82422.34206,0.875,3.957095495,0
50,Male,1045684,Premium,13680,Fire,16,5,0,9,6,0.802181441,83245.28711,0.272727273,6.085181806,1
40,Female,668361,Basic,58428,Collision,17,3,1,7,2,0.481127697,311621.2698,0.304347826,5.333423526,1
42,Male,1212535,Basic,16340,Collision,18,0,1,4,13,0.775283981,78954.88995,0.16,4.832000609,1
25,Male,1331787,Basic,36093,Other,0,0,1,6,9,0.304974455,119688.4531,0.75,3.31611263,0
62,Male,1669856,Gold,26107,Other,8,3,1,10,10,0.849289079,137485.6036,0.222222222,5.266235248,0
39,Male,647095,Gold,14148,Collision,20,2,0,7,2,0.611304891,49243.49111,0.318181818,3.480597336,1
21,Male,1375110,Gold,48074,Other,13,5,1,3,12,0.106603759,124830.1799,0.75,2.596625617,1
57,Female,733008,Premium,59796,Collision,19,4,0,1,8,0.567340451,285447.5425,0.025,4.773689586,0
20,Male,588348,Premium,22499,Fire,20,2,1,6,0,0.379251531,110364.1156,2,4.905289817,1
46,Female,1684732,Premium,23165,Other,19,3,0,0,14,0.151751676,123483.3851,0,5.33060156,0
58,Male,804281,Premium,48786,Collision,20,4,1,11,9,0.50257863,206676.3763,0.268292683,4.236387003,1
46,Female,1185979,Premium,30226,Other,22,0,0,1,11,0.38032314,160755.3799,0.034482759,5.318447031,1
51,Male,509257,Basic,23260,Collision,10,2,0,9,12,0.283951148,56853.547,0.264705882,2.444262554,1
51,Female,1035358,Premium,59515,Other,23,2,1,6,7,0.414209802,162172.0955,0.176470588,2.724894489,1
45,Female,1679995,Basic,29916,Theft,1,5,1,11,9,0.261646495,162138.2472,0.392857143,5.419783634,1
